NameDescription,PRODUCT CATEGORY,Cost,Sales Price,Jan 2021,Feb 2021,Mar 2021,Apr 2021,May 2021,Jun 2021,Jul 2021,Aug 2021,Sept 2021,Oct 2021,Nov 2021,Dec 2021,TOTAL,,
219-37 (King Tary-37CM(48Pcs/CTN)),STAINLESS, $	62.00 , $	102.30 , 	-   , 	-   , 	-   , 	-   , 	1.00 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	1.00 ,,
219-41 (King Tray -41CM R64-73 (36Pcs/Ctn)),STAINLESS, $	90.00 , $	148.50 , 	2.00 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	2.00 ,,
253-33 (Charger Plate-33CM (36Pcs/Ctn)),STAINLESS, $	108.00 , $	178.20 , 	2.00 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	2.00 ,,
262-55 (Fish Tray-55CM(36Pcs/Ctn)),STAINLESS, $	18.00 , $	29.70 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	1.00 , 	-   , 	-   , 	-   , 	1.00 ,,
262-60 (Fish Tray-60CM(36Pcs/CTN)),STAINLESS, $	45.00 , $	74.25 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	1.00 , 	-   , 	-   , 	-   , 	1.00 ,,
"375/B-9"" (Hexagon Greater-9"" R109-128 (48Pcs/CTN))",STAINLESS, $	56.00 , $	92.40 , 	1.00 , 	-   , 	-   , 	-   , 	-   , 	1.00 , 	-   , 	1.00 , 	-   , 	-   , 	-   , 	-   , 	3.00 ,,
"476-Ladle (Lara Kitchen tools 13"" -Ladle (120Pcs/CTN))",STAINLESS, $	78.00 , $	128.70 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	0.90 , 	-   , 	-   , 	-   , 	0.90 ,,
"476-Pan (Lara Kitchen tools-13"" Pan (120Pcs/CTN))",STAINLESS, $	92.00 , $	151.80 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	1.00 , 	-   , 	-   , 	-   , 	1.00 ,,
"476-Spagetty (Spagetty 13"" Lara Kitchen tools-Spagetty (120Pcs/CTN))",STAINLESS, $	59.00 , $	97.35 , 	-   , 	-   , 	1.00 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	1.00 , 	2.00 ,,
558-40 (Bar Tray-40CM (48Pcs/CTN)),STAINLESS, $	28.00 , $	46.20 , 	-   , 	-   , 	1.00 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	1.00 ,,
737 (Champagne Bucket ring-22cm(32pcs/ctn)),STAINLESS, $	80.00 , $	132.00 , 	-   , 	-   , 	-   , 	1.50 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	1.50 ,,
MH-101 (MH-101 (Stock Pot 4Pcs/ 4Sets)),STAINLESS, $	62.00 , $	102.30 , 	283.00 , 	77.00 , 	80.00 , 	-   , 	-   , 	-   , 	70.00 , 	73.00 , 	55.00 , 	13.00 , 	132.00 , 	66.00 , 	849.00 ,,
MH-207 (MH-207 (22 cm Footed Bowl 144 Pcs)),STAINLESS, $	90.00 , $	148.50 , 	320.00 , 	155.00 , 	15.00 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	7.00 , 	-   , 	497.00 ,,
BC12LC (BC12LC(12PCS)),STAINLESS, $	108.00 , $	178.20 , 	(6.00), 	-   , 	2.00 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	(4.00),,
BC15LC (STAINLESS STEEL BUCKET(12PCS)),STAINLESS, $	18.00 , $	29.70 , 	-   , 	-   , 	-   , 	-   , 	-   , 	(22.00), 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	(22.00),,
BL1527 (BL1527 Cookware Set (8Sets OF 12Pcs=6Cass+6cover)),STAINLESS, $	45.00 , $	74.25 , 	-   , 	-   , 	0.25 , 	8.00 , 	-   , 	2.00 , 	-   , 	2.00 , 	-   , 	3.00 , 	-   , 	5.00 , 	20.25 ,,
BL4236 (BL4236 22 Cm Plate Stainless (500Pcs/ Ctn)),STAINLESS, $	56.00 , $	92.40 , 	(3.00), 	-   , 	0.36 , 	-   , 	16.00 , 	16.00 , 	20.00 , 	25.00 , 	5.00 , 	15.00 , 	10.00 , 	-   , 	104.36 ,,
BL4237 (BL4237 Plate 24 Cm (400Pcs)),STAINLESS, $	90.00 , $	148.50 , 	15.25 , 	-   , 	-   , 	23.00 , 	6.00 , 	17.00 , 	20.00 , 	7.00 , 	-   , 	3.00 , 	-   , 	-   , 	91.25 ,,
BL4295 (BL4295  4Pcs FRY PAN SET (24 Sets/ Box)),STAINLESS, $	108.00 , $	178.20 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	10.00 , 	(2.00), 	-   , 	-   , 	-   , 	-   , 	8.00 ,,
NS-657-6 (NS-657-6 ALUMINUM (2SET /6PCS)),STAINLESS, $	18.00 , $	29.70 , 	111.00 , 	101.00 , 	106.00 , 	135.00 , 	33.00 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	486.00 ,,
ZF8114 (3Pcs Cookware set ( 10 sest/CTN)),STAINLESS, $	45.00 , $	74.25 , 	6.00 , 	4.00 , 	3.00 , 	10.00 , 	49.00 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	72.00 ,,
PL1298 (PL1298 PALILA CASSEROLE 2PCS SET(12SETS),STAINLESS, $	69.00 , $	113.85 , 	-   , 	-   , 	1.00 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	1.00 ,,
18 Sheet (Cahier 18 Shts  (500 Pcs/box) (20 Pack of  25 units)),ALL STATIONARY, $	3.00 , $	4.95 , 	-   , 	-   , 	-   , 	30.00 , 	150.00 , 	100.00 , 	437.00 ," 	5,004.00 "," 	1,510.00 ", 	(25.00), 	-   , 	(25.00)," 	7,181.00 ",,
36 Sheet (cahier 36 (200Pcs/ Ctn) (8 Pack of 25 units)),ALL STATIONARY, $	6.00 , $	9.90 , 	-   , 	-   , 	-   , 	-   , 	-   , 	100.00 , 	671.00 ," 	8,922.00 ", 	381.00 , 	(50.00), 	-   , 	-   ," 	10,024.00 ",,
48 Sheet (Cahier 48 (144 Pcs/ Box) (12 Pack of  12 Units)),ALL STATIONARY, $	3.00 , $	4.95 , 	(138.00), 	-   , 	-   , 	500.00 , 	100.00 , 	600.00 ," 	2,105.00 "," 	25,440.00 "," 	3,085.00 "," 	5,490.00 ", 	-   , 	(25.00)," 	37,157.00 ",,
72 Sheet (Cahier 72 Shts  (96Pcs/Box)(8 Pack of 12 unit)),ALL STATIONARY, $	7.00 , $	11.55 , 	-   , 	1.00 , 	-   , 	50.00 ," 	2,560.00 ", 	400.00 ," 	5,411.00 "," 	34,012.00 "," 	7,615.00 ", 	-   , 	-   , 	-   ," 	50,049.00 ",,
Victory 48 Sht (Cahier 96 Shts 8090001402-6 (48 Sht/80Pcs/Box)  Victory),STATIONARY, $	8.00 , $	13.20 , 	1.00 , 	-   , 	-   , 	50.00 , 	1.00 , 	-   , 	306.00 , 	263.00 , 	-   , 	-   , 	-   , 	-   , 	621.00 ,,
"KB-775 SCHOOL MATH (KB-775 SCHOOL MATH 18*8.5*2.5CM, 4* RULERS, 1*SHARPENER",STATIONARY, $	45.00 , $	74.25 , 	-   , 	-   , 	-   , 	1.00 , 	-   , 	-   , 	5.00 , 	4.00 , 	-   , 	-   , 	-   , 	-   , 	10.00 ,,
"KB-776 SCHOOL MATH (KB-776 SCHOOL MATH18*8.5*2.5CM, 4* RULERS, 1*SHARPENER (144SET))",STATIONARY, $	56.00 , $	92.40 , 	-   , 	-   , 	-   , 	1.00 , 	-   , 	-   , 	5.00 , 	4.00 , 	-   , 	-   , 	-   , 	-   , 	10.00 ,,
"KB-778 SCHOOL MATH (KB-778 SCHOOL MATH18*8.5*2.6CM, 1* SHARPENER, 1* PENCIL, 1* E...",STATIONARY, $	78.00 , $	128.70 , 	-   , 	-   , 	-   , 	1.00 , 	-   , 	-   , 	5.00 , 	4.00 , 	-   , 	-   , 	-   , 	-   , 	10.00 ,,
WJ0001 (Math Set ( 120 Sets/CTN)),STATIONARY, $	92.00 , $	151.80 , 	90.00 , 	10.00 , 	196.00 , 	140.00 , 	784.00 , 	640.00 , 	363.00 , 	530.00 , 	-   , 	-   , 	-   , 	-   ," 	2,753.00 ",,
WJ0001 Soccer ,STATIONARY, $	59.00 , $	97.35 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   ,,
Polo Bleu (Todays Polo Plume Ble (60 Box of 48 Units) 2880 Units/ Ctn),STATIONARY, $	62.00 , $	102.30 , 	52.00 , 	-   , 	35.00 , 	115.00 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	202.00 ,,
Polo Rouge (Todays Polo Rouge  (60 Box of 48 Units) 2880 Units/ Ctn),STATIONARY, $	90.00 , $	148.50 , 	-   , 	-   , 	10.00 , 	15.00 , 	-   , 	-   , 	-   , 	-   , 	1.00 , 	-   , 	-   , 	(1.00), 	25.00 ,,
TODAYS FASHION 1MM (TODAYS FASHION 1MM (24BLUE+12PINK+12PURPLE) (48PC/BOX)),STATIONARY, $	108.00 , $	178.20 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	220.00 , 	165.00 , 	385.00 ,,
Todays Fashion Bleu (Todays Fashion Plume BLEU (60 Box of 48 Units) 2880 Units/ C...,STATIONARY, $	108.00 , $	178.20 , 	85.00 , 	52.00 , 	260.00 , 	255.00 , 	293.00 , 	22.00 , 	340.00 , 	691.00 , 	2.00 , 	-   , 	2.00 , 	(1.00)," 	2,001.00 ",,
Todays Fashion Rouge (Todays Fashion Plume Rouge(60 Box of 48 Units) 2880 Units/ ...,STATIONARY, $	18.00 , $	29.70 , 	-   , 	-   , 	10.00 , 	72.00 , 	29.00 , 	8.00 , 	64.00 , 	10.00 , 	-   , 	-   , 	5.00 , 	-   , 	198.00 ,,
TODAYS POLO WHITE (TODAYS POLO WHITE (48PC BOX )),STATIONARY, $	45.00 , $	74.25 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	110.00 , 	27.00 , 	137.00 ,,
TRI-X-1MM (TRI-X-1MM 6CLEAR +2 DARK BLUE WITH BLUE CAP+ 2PINK+2 PURPLE(12PCS/BOX)),STATIONARY, $	56.00 , $	92.40 , 	150.00 , 	60.00 , 	176.00 , 	65.00 , 	20.00 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	471.00 ,,
10'' FLAT P WHITE (10'' FLAT PLATE WHITE (40PCS)),PORCELAINE WARE, $	45.00 , $	74.25 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	10.00 , 	7.00 , 	17.00 ,,
10.5'' FLATE PLATE NEW (10.5'' FLATE PLATE AF NEW(36PCS)),PORCELAINE WARE, $	56.00 , $	92.40 , 	1.00 , 	-   , 	4.00 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	5.00 ,,
"10.5"" FLAT PLATE (10.5"" FLAT PLATE WITH DECOR (36PCS/CTN))",PORCELAINE WARE, $	78.00 , $	128.70 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	125.00 , 	-   , 	1.00 , 	40.00 , 	3.00 , 	169.00 ,,
47PCS DINNER SET (Desing 01) (47PCS DINNER SET (Desing 01)),PORCELAINE WARE, $	92.00 , $	151.80 , 	30.00 , 	-   , 	21.00 , 	17.00 , 	21.00 , 	21.00 , 	12.00 , 	7.00 , 	5.00 , 	13.00 , 	16.00 , 	12.00 , 	175.00 ,,
47PCS DINNER SET (Desing 02) (47PCS DINNER SET (Desing 02)),PORCELAINE WARE, $	59.00 , $	97.35 , 	30.00 , 	-   , 	18.00 , 	16.00 , 	24.00 , 	29.00 , 	12.00 , 	9.00 , 	5.00 , 	10.00 , 	1.00 , 	11.00 , 	165.00 ,,
47PCS DINNER SET (Desing 03) (47PCS DINNER SET (Desing 03)),PORCELAINE WARE, $	28.00 , $	46.20 , 	29.00 , 	-   , 	16.00 , 	13.00 , 	21.00 , 	23.00 , 	11.00 , 	12.00 , 	5.00 , 	13.00 , 	8.00 , 	11.00 , 	162.00 ,,
47PCS DINNER SET (Desing 04) (47PCS DINNER SET (Desing 04)),PORCELAINE WARE, $	80.00 , $	132.00 , 	27.00 , 	10.00 , 	17.00 , 	17.00 , 	24.00 , 	7.00 , 	-   , 	-   , 	-   , 	-   , 	-   , 	41.00 , 	143.00 ,,
53PCS DINNER R (53PCS DINNER ROUND SHAPE 2SETS/CTN),PORCELAINE WARE, $	62.00 , $	102.30 , 	23.00 , 	6.00 , 	9.00 , 	24.00 , 	19.00 , 	5.00 , 	3.00 , 	-   , 	8.00 , 	12.00 , 	20.00 , 	15.00 , 	144.00 ,,
53PCS DINNER S (53 PCS DINNER SQUARE SHAPE 2SETS/CTN),PORCELAINE WARE, $	90.00 , $	148.50 , 	25.00 , 	22.00 , 	18.00 , 	15.00 , 	47.00 , 	3.00 , 	20.00 , 	15.00 , 	18.00 , 	27.00 , 	27.00 , 	31.00 , 	268.00 ,,
7'' SALAD BOWL (7'' SALAD BOWL WHITE LINE(72PCS/CNTS)),PORCELAINE WARE, $	108.00 , $	178.20 , 	(2.00), 	-   , 	0.42 , 	2.00 , 	1.00 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	1.42 ,,
8'' SALAD BOWL (8'' SALAD BOWL WHITE(50PCS)),PORCELAINE WARE, $	18.00 , $	29.70 , 	-   , 	1.00 , 	-   , 	2.00 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	3.00 ,,
ARKD-L5 (ARKD-L5  1JUG+4PCS GLASS CUP (8SET/CTN)),PORCELAINE WARE, $	45.00 , $	74.25 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	225.00 , 	135.00 , 	20.00 , 	63.00 , 	127.00 , 	570.00 ,,
"Flat Plate10.5** (10.5 Flat Plate (36PCS/CTNS),WHITE LINE)",PORCELAINE WARE, $	56.00 , $	92.40 , 	1.00 , 	4.00 , 	(13.60), 	-   , 	1.00 , 	-   , 	10.00 , 	4.00 , 	-   , 	16.00 , 	25.00 , 	3.00 , 	50.40 ,,
PP808-5 (PP808-5 GLASS BOWL SET (12SET/CTN)),PORCELAINE WARE, $	90.00 , $	148.50 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	272.00 , 	80.00 , 	171.00 , 	80.00 , 	603.00 ,,
"SALAD BOWL8"" (8"" SALAD BOWL ROUND SHAPE (4DZ/CTN))",PORCELAINE WARE, $	45.00 , $	74.25 , 	-   , 	-   , 	(0.33), 	-   , 	-   , 	-   , 	-   , 	125.00 , 	-   , 	220.00 , 	298.00 , 	125.00 , 	767.67 ,,
SB-8 Salad Bowl (SB-8 Salad Bowl(48 PCS)),PORCELAINE WARE, $	56.00 , $	92.40 , 	-   , 	-   , 	(3.56), 	-   , 	-   , 	-   , 	-   , 	-   , 	5.00 , 	-   , 	16.00 , 	-   , 	17.44 ,,
SB-9'' SALAD BOWL (9'' SALAD BOWL DECAL SB-9 (24PCS/CT)),PORCELAINE WARE, $	90.00 , $	148.50 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   ," 	1,060.00 ", 	89.00 , 	-   , 	-   , 	-   ," 	1,149.00 ",,
SP-9 Soup Plate (SP-9   9''Soup Plate(48 PCS),PORCELAINE WARE, $	67.00 , $	110.55 , 	50.00 , 	-   , 	15.00 , 	76.00 , 	6.00 , 	25.00 , 	10.00 , 	137.00 , 	5.00 , 	140.00 , 	388.00 , 	84.00 , 	936.00 ,,
10.5'' HP PLATE (10.5'' HP DINNER PLATE(30PCS)),PORCELAINE WARE, $	67.00 , $	110.55 , 	3.00 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	1.00 , 	-   , 	5.00 , 	9.00 ,,
350CC (350CC CUP SAUCER(8SETS)),PORCELAINE WARE, $	45.00 , $	74.25 , 	-   , 	-   , 	-   , 	-   , 	1.00 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	1.00 ,,
MUG-1 (MUG-1  9OZ STONEWARE BROWN MUG TRAY (72Pcs / Ctn)),PORCELAINE WARE, $	56.00 , $	92.40 , 	-   , 	1.00 , 	-   , 	-   , 	-   , 	-   , 	370.00 , 	52.00 , 	-   , 	-   , 	30.00 , 	77.00 , 	530.00 ,,
MUG-9Z (MUG-9Z  9OZ STONEWARE BROWN MUG TRAY(6DZ)),PORCELAINE WARE, $	78.00 , $	128.70 , 	-   , 	-   , 	0.99 , 	-   , 	-   , 	-   , 	100.00 , 	-   , 	10.00 , 	-   , 	5.00 , 	25.00 , 	140.99 ,,
MUG14OZ (14OZ MUG (48SETS)),PORCELAINE WARE, $	92.00 , $	151.80 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	0.50 , 	-   , 	-   , 	-   , 	-   , 	0.50 ,,
11 OZ V MUG''' (11 OZ V MUG (4DZ)),PORCELAINE WARE, $	45.00 , $	74.25 , 	-   , 	-   , 	1.00 , 	-   , 	-   , 	-   , 	-   , 	1.00 , 	-   , 	-   , 	-   , 	-   , 	2.00 ,,
11OZ MUG (11OZ MUG(4DZ)),PORCELAINE WARE, $	56.00 , $	92.40 , 	-   , 	-   , 	(0.44), 	-   , 	1.00 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	0.56 ,,
14OZ  MUG  HEBEI (14 OZ MUG ASSORTED (48Pcs/ Ctn)),PORCELAINE WARE, $	78.00 , $	128.70 , 	-   , 	(4.00), 	3.09 , 	-   , 	-   , 	0.91 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   ,,
260CC HP260 (260CC HP260   6PCS SET CUP  & SAUCER(8SETS)),PORCELAINE WARE, $	92.00 , $	151.80 , 	51.00 , 	55.00 , 	67.75 , 	95.00 , 	146.00 , 	93.00 , 	66.00 , 	39.00 , 	30.00 , 	10.00 , 	60.00 , 	167.00 , 	879.75 ,,
GS220 SAUCER (GS220  CUP AND SAUCER),PORCELAINE WARE, $	59.00 , $	97.35 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	4.00 , 	-   , 	-   , 	-   , 	-   , 	4.00 ,,
TG220CC (TG220CC CUP & SAUCER (8 Sets/Box)),PORCELAINE WARE, $	28.00 , $	46.20 , 	-   , 	-   , 	0.50 , 	18.00 , 	7.00 , 	2.00 , 	2.00 , 	7.00 , 	2.00 , 	-   , 	11.00 , 	8.50 , 	58.00 ,,
WR017 (WR017 17PCS TEA SET (6SET)),PORCELAINE WARE, $	80.00 , $	132.00 , 	65.00 , 	-   , 	110.00 , 	175.00 , 	205.00 , 	30.00 , 	20.00 , 	113.00 , 	86.00 , 	70.00 , 	85.00 , 	145.00 ," 	1,104.00 ",,
10'' PLATE (10'' WHITE ROUND PLATE  (30Pcs/Box)),PORCELAINE WARE, $	108.00 , $	178.20 , 	10.00 , 	1.00 , 	-   , 	10.00 , 	4.00 , 	9.00 , 	2.00 , 	-   , 	3.00 , 	2.00 , 	5.00 , 	13.00 , 	59.00 ,,
10.5 GLAZED PLATE (10.5 GLAZED PLATE (2.5DZ/CTN)),PORCELAINE WARE, $	45.00 , $	74.25 , 	2.00 , 	50.00 , 	-   , 	2.00 , 	10.00 , 	2.00 , 	-   , 	-   , 	25.00 , 	16.00 , 	-   , 	2.00 , 	109.00 ,,
HDINNER PLATE 10.5'' ASSORTED'' (10.5''  DINNER PLATE (30pcs)),PORCELAINE WARE, $	56.00 , $	92.40 , 	(1.00), 	(8.00), 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	2.00 , 	-   , 	(7.00),,
SQUARE 10.5'' (10.5'' DINNER PLATE SQUARE(WHITE 30PCS)),PORCELAINE WARE, $	78.00 , $	128.70 , 	3.00 , 	-   , 	15.00 , 	35.00 , 	-   , 	-   , 	-   , 	4.00 , 	-   , 	-   , 	2.00 , 	7.00 , 	66.00 ,,
NB-055 (NB-055    5.5' PORCELAINE BOWL  (60/CTN)),PORCELAINE WARE, $	67.00 , $	110.55 , 	4.00 , 	155.00 , 	113.00 , 	242.00 , 	22.00 , 	14.00 , 	3.00 , 	1.00 , 	2.00 , 	13.00 , 	5.00 , 	12.00 , 	586.00 ,,
10.25''PLATE** (10.25'' DINNER PLATE COLOR BAND (30PCS)),PORCELAINE WARE, $	45.00 , $	74.25 , 	659.00 , 	-   , 	30.00 , 	1.00 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	690.00 ,,
"7''  BOWL/HP (7"" BOWL/HP(4DZ))",PORCELAINE WARE, $	56.00 , $	92.40 , 	-   , 	-   , 	(1.20), 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	(1.20),,
8'' Salad Bowl (8''  White Salad Bowl (36Pcs/ Bx)),PORCELAINE WARE, $	78.00 , $	128.70 , 	-   , 	-   , 	4.00 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	4.00 ,,
9'' Bowl (24) (9'' WHITE BOWL (24Pcs/Bx)),PORCELAINE WARE, $	45.00 , $	74.25 , 	4.00 , 	-   , 	-   , 	2.00 , 	1.00 , 	-   , 	-   , 	4.00 , 	-   , 	-   , 	3.00 , 	11.00 , 	25.00 ,,
"CB105 (CB105 10.5"" CB PLATE (30PCS))",PORCELAINE WARE, $	56.00 , $	92.40 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	25.00 , 	31.00 , 	150.00 , 	225.00 , 	431.00 ,,
"CB7'' BOWL/C.B(4DZ) (7"" BOWL/C.B(4DZ))",PORCELAINE WARE, $	78.00 , $	128.70 , 	50.00 , 	-   , 	-   , 	-   , 	3.00 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	53.00 ,,
GL601 (GL601 11oz GLAZED MUG (48PCS)),PORCELAINE WARE, $	45.00 , $	74.25 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	177.00 , 	461.00 , 	80.00 , 	61.00 , 	50.00 , 	829.00 ,,
"HP105 (HP105 10.5""HP PLATE (30PCS))",PORCELAINE WARE, $	56.00 , $	92.40 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	60.00 , 	181.00 , 	165.00 , 	225.00 , 	631.00 ,,
PLATE8'' (8'' WHITE ROUND PLATE  (48Pcs/ Bx)),PORCELAINE WARE, $	78.00 , $	128.70 , 	-   , 	2.00 , 	-   , 	1.00 , 	2.00 , 	-   , 	2.00 , 	-   , 	-   , 	-   , 	2.00 , 	-   , 	9.00 ,,
XH-005 (XH-005 5' SNOW FOOTED BOWL (72PCS/CARTON)),PORCELAINE WARE, $	56.00 , $	92.40 , 	4.00 , 	203.00 , 	13.00 , 	5.00 , 	3.00 , 	1.00 , 	2.00 , 	3.00 , 	-   , 	4.00 , 	5.00 , 	11.00 , 	254.00 ,,
8.5'' SOUP PLATE SQUARE WHITE (8.5'' SOUP PLATE SQUARE WHITE),PORCELAINE WARE, $	67.00 , $	110.55 , 	-   , 	-   , 	-   , 	25.00 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	25.00 ,,
SHALLOW SALAD BOWL (SHALLOW SALAD BOWL 8''(72PCS)),PORCELAINE WARE, $	45.00 , $	74.25 , 	-   , 	-   , 	(10.00), 	1.00 , 	-   , 	-   , 	-   , 	-   , 	-   , 	2.00 , 	-   , 	-   , 	(7.00),,
8'' PLATE (8''  SIDE PLATE (60Pcs/Ctn)),PORCELAINE WARE, $	45.00 , $	74.25 , 	-   , 	-   , 	(10.00), 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	50.00 , 	-   , 	-   , 	40.00 ,,
BOWL 7'' WHITE (7'' BOWL WHITE  (60Pcs/Ctn)  ),PORCELAINE WARE, $	56.00 , $	92.40 , 	1.00 , 	1.00 , 	23.00 , 	25.00 , 	-   , 	30.00 , 	-   , 	2.00 , 	-   , 	2.00 , 	-   , 	-   , 	84.00 ,,
HP BOWL-5.25 (HP BOWL-5.25 INCH (48PCS/CTN)),PORCELAINE WARE, $	78.00 , $	128.70 , 	29.00 , 	155.00 , 	12.42 , 	(320.00), 	21.00 , 	-   , 	-   , 	-   , 	-   , 	-   , 	10.00 , 	5.00 , 	(87.58),,
HP BOWL-5.5 (HP BOWL-5.5 INCH (48PCS/CTN)),PORCELAINE WARE, $	92.00 , $	151.80 , 	40.00 , 	9.00 , 	(1.66), 	(131.00), 	20.00 , 	-   , 	-   , 	-   , 	-   , 	-   , 	5.00 , 	30.00 , 	(28.66),,
HYH-027 (HYH-027  6.5'' Bowl (42 Pcs)),PORCELAINE WARE, $	59.00 , $	97.35 , 	-   , 	-   , 	-   , 	1.00 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	1.00 ,,
P-02 (9'' EMBOSSED SOUP PLATE (48Pcs/Box)    ),PORCELAINE WARE, $	28.00 , $	46.20 , 	-   , 	-   , 	25.00 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	25.00 ,,
P-2014-002 8.5  Bowl (P-2014-002 (7'' Bowl Whte 36Pcs/Box)),PORCELAINE WARE, $	80.00 , $	132.00 , 	-   , 	-   , 	3.00 , 	-   , 	-   , 	-   , 	-   , 	2.00 , 	-   , 	-   , 	-   , 	-   , 	5.00 ,,
"P-7 (P-7(7'' BOWL, 60PCS))",PORCELAINE WARE, $	28.00 , $	46.20 , 	-   , 	-   , 	1.00 , 	-   , 	-   , 	2.00 , 	-   , 	3.00 , 	-   , 	-   , 	-   , 	-   , 	6.00 ,,
RY-08305 7'' HP (RY-08305  (7'' HP Bowl 48Pcs/ Box)),PORCELAINE WARE, $	80.00 , $	132.00 , 	16.00 , 	50.00 , 	14.92 , 	66.00 , 	2.00 , 	125.00 , 	95.00 , 	5.00 , 	-   , 	-   , 	10.00 , 	80.00 , 	463.92 ,,
RY-08306  9'' HP (RY-08306 (9'' HP Bowl 24Pcs/ Ctn)),PORCELAINE WARE, $	28.00 , $	46.20 , 	-   , 	95.00 , 	-   , 	5.00 , 	-   , 	-   , 	-   , 	2.00 , 	-   , 	-   , 	-   , 	-   , 	102.00 ,,
"7"" SALAD BOWL (7"" SALAD BOWL(6DZ))",PORCELAINE WARE, $	22.00 , $	36.30 , 	-   , 	-   , 	(3.78), 	1.00 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	(2.78),,
9'' SOUP PLATE (4dZ) (9'' Soup Plate (4dz)),PORCELAINE WARE, $	23.00 , $	37.95 , 	-   , 	-   , 	(4.33), 	-   , 	-   , 	0.71 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	(3.62),,
POT 10'' (POT 10'' Soup Bowl with Cover ( 6sets)),PORCELAINE WARE, $	25.00 , $	41.25 , 	-   , 	-   , 	6.00 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	6.00 ,,
